弹幕时间,弹幕内容
2022-05-13 20:18:45,哈哈哈哈哈哈哈，真是意外的不错呀。
2022-05-13 02:17:55,老万老万老万
2022-05-12 16:57:25,弹哭了
2022-05-10 16:11:59,军官：还有隐藏歌词？
2022-05-09 21:32:00,花菇凉，哈哈哈哈哈哈哈
2022-05-09 21:30:13,大佐都看傻眼了，哈哈哈
2022-05-08 16:48:44,花姑娘
2022-05-08 16:44:09,劳动人民的智慧！
2022-05-08 15:04:26,这不是爱情公寓的大爷吗
2022-05-08 11:26:52,逐渐自信
2022-05-07 21:17:06,我从未见过有如此厚颜无耻之人！！！
2022-05-07 10:56:15,别说翻译的问题了，说日语配字幕怕看不懂，那个年代识字率很低
2022-05-04 11:48:02,老幺哥~
2022-05-04 10:43:34,全  员  中  文  十  级
2022-05-04 10:07:39,以前半斤就是八两
2022-05-03 21:45:38,翻译了个寂寞
2022-05-03 18:20:23,巧奔妙逃，不是举起手来
2022-05-03 14:57:37,官方  给他整个活
2022-05-03 13:28:45,三 代 棉 人
2022-05-03 10:44:11,怕听不懂换成中文的，
2022-05-03 10:25:41,司马仲达弹棉花吓退高太尉
2022-05-03 08:53:03,深信不疑
2022-05-02 23:10:13,弹棉花
2022-05-02 22:26:56,哈哈哈哈哈哈哈哈哈哈或或或或或或或或或或或或或或或
2022-05-02 21:22:54,弹棉花小时候看过现在就很少看过了，还有那个编竹制品的
2022-05-01 15:11:25,早期夹子
2022-05-01 13:53:41,《新华社》
2022-04-30 22:05:35,音乐的力量
2022-04-30 22:04:50,来自东方的神秘力量
2022-04-30 22:02:28,音乐的力量
2022-04-30 22:00:59,即兴作词
2022-04-30 16:10:35,你是从哪里找的小锤子
2022-04-30 07:23:24,语文阅读理解现状
2022-04-30 07:23:04,人类早期驯服语文阅读理解珍贵陆逊
2022-04-28 17:23:31,好听
2022-04-28 12:43:57,这翻译。。。啊哈哈哈哈哈
2022-04-27 23:10:52,画面有了
2022-04-27 21:24:55,当时日本女性带花字的比较多
2022-04-27 17:48:28,夫唱父随
2022-04-27 17:46:04,这表情没谁了
2022-04-27 17:45:31,看翻译官表情
2022-04-27 15:49:44,唉，又好笑又心酸，穷苦的劳动人民
2022-04-27 08:54:50,日本军官明明喜欢音乐却因为战争被自愿侵华我觉得编剧也是有用心的
2022-04-26 15:38:46,你不要过来啊
2022-04-25 14:03:15,所以，他眼睛到底干不干啊
2022-04-25 09:17:51,最强辅助
2022-04-24 16:29:18,唱哭了哭丧的感觉，哈哈哈
2022-04-23 22:20:40,或许这就是一本正经的胡说八道吧
2022-04-23 22:09:57,《呼唤爱情的棉花》
2022-04-23 21:50:59,中文翻译中午
2022-04-23 19:28:23,磨板
2022-04-22 21:03:00,花姑娘来了
2022-04-22 21:00:05,鬼子合唱队
2022-04-22 14:15:46,辅助鲨疯了
2022-04-21 11:40:04,时代老年团
2022-04-21 00:36:22,跨起个批脸
2022-04-21 00:31:46,瓜娃子，瓜皮子
2022-04-20 23:25:42,波克盾
2022-04-20 00:25:40,以辅助为核！
2022-04-18 23:27:59,笑中带泪
2022-04-17 11:43:09,1
2022-04-17 00:47:32,那是因为这个电影以前没字幕
2022-04-16 22:30:40,《戛 然 而 止》
2022-04-16 22:28:31,搁这儿嗑cp呢
2022-04-16 22:27:13,你看他笑的多开心啊
2022-04-16 22:24:05,居然还挺好听
2022-04-16 22:22:33,啊对对
2022-04-16 22:19:26,这么崇敬音乐家的吗
2022-04-16 21:47:26,我师兄就是这样弹琴唱歌的
2022-04-16 10:18:18,以前村里放映的电影 这么多年过去了 一听音乐泪目了
2022-04-15 23:17:20,佐佐木本来是小学音乐老师
2022-04-15 21:22:52,那个人晓得挺嗨啊
2022-04-15 15:38:49,关谷的口音啊
2022-04-14 23:34:42,唉……
2022-04-14 23:22:38,神奇的东方力量
2022-04-14 23:20:02,网易云音乐……
2022-04-14 23:16:34,……
2022-04-14 19:46:24,三弦！！！
2022-04-13 22:32:15,哈哈哈哈哈
2022-04-13 17:50:48,正片开始
2022-04-13 15:55:40,棉花啵啵思
2022-04-13 14:48:26,硬是逼出了三个音乐家
2022-04-12 18:16:16,这还真的可怕，遇到了这么多丧尸 
2022-04-12 18:15:29,运气极佳 一
2022-04-12 18:12:35,杀疯了杀疯了
2022-04-12 14:03:38,多好听的歌曲
2022-04-11 22:07:19,哦，袜er 子
2022-04-11 22:07:00,哦，袜er 子
2022-04-11 21:28:48,22人正在观看》
2022-04-11 21:00:09,大哥大嫂新年好！
2022-04-11 11:25:35,早期非酋珍贵影像
2022-04-11 11:25:10,大大的鬼子！
2022-04-11 11:23:59,《大大的》
2022-04-11 11:22:13,我听不懂，但我大受震撼
2022-04-11 11:20:46,《姑娘就会来》
2022-04-11 11:19:29,好！很有精神！
2022-04-11 11:19:13,要先阿瓦达
2022-04-11 11:19:03,要一个一个来，不能一起上
2022-04-11 11:17:11,发 泄 情 绪
2022-04-11 11:14:48,蚌不住了
2022-04-11 11:14:41,旧棉花弹成了金坷垃哟
2022-04-11 11:13:22,这个叫木有
2022-04-11 04:00:56,《新华社》
2022-04-10 16:57:43,难道不是？
2022-04-10 13:49:22,•᷄ࡇ•᷅
2022-04-10 11:44:42,猜到了剧情
2022-04-09 14:36:40,这个up有点绝
2022-04-08 20:33:14,这个日本军官原来就是个乡村音乐教师
2022-04-08 16:42:58,《早期废话文学》
2022-04-08 13:46:19,辅助杀疯了
2022-04-08 13:44:29,做英语阅读时的你
2022-04-05 20:50:55,花姑娘
2022-04-05 17:55:57,c
2022-04-05 17:55:07,满级阅读理解
2022-04-05 08:50:16,？？？？？
2022-04-05 08:48:36,哈哈哈哈哈哈哈哈哈哈
2022-04-05 08:44:33,哈哈哈哈哈哈哈哈哈哈
2022-04-05 08:43:38,司马懿-司马师 司马昭-司马炎
2022-04-04 19:34:03,企业级理解再次曝发灵感
2022-04-04 18:48:21,辅助一打5
2022-04-04 10:41:50,队友呢，救一下啊
2022-04-04 09:11:58,像极了做古文的我。
2022-04-04 09:11:29,企业级理解
2022-04-04 00:46:01,上海电影译制厂
2022-04-03 13:09:11,震撼鬼子一百年
2022-04-03 12:23:37,花姑娘要来喽
2022-04-03 12:18:35,好！
2022-04-03 12:07:43,d
2022-04-03 12:04:35,诸葛亮，快看，父亲
2022-04-03 09:43:53,多兰盾
2022-04-02 17:42:26,音乐的美丽
2022-04-02 17:41:52,好友魅力的歌声
2022-04-01 13:39:12,棉花手是贝斯
2022-03-31 19:16:57,姑凉
2022-03-31 13:53:06,开始同步载入歌词
2022-03-31 13:12:29,以下要求全文背诵
2022-03-31 13:08:09,顺便把鬼子炸了
2022-03-31 13:03:13,龙王收拾他
2022-03-31 10:55:16,好家伙，你这是要收费呀
2022-03-30 23:47:53,舒服了
2022-03-29 09:55:42,你别过来啊！
2022-03-28 17:48:18,怎么有点像老三国的马岱
2022-03-28 13:26:38,最强辅助即将来临
2022-03-27 11:57:20,这 是 官 方
2022-03-26 19:36:37,《阴乐逝家》
2022-03-26 19:35:41,音乐逝家
2022-03-25 17:05:38,这个狗腿子应该是很努力想让老幺活下来了
2022-03-25 13:58:08,敦煌式端琴
2022-03-25 13:27:36,翻译了个寂寞
2022-03-25 00:05:49,当时的电影没有字幕，所以翻译官的作用是给观众做解释说明。
2022-03-24 18:31:51,阿里郎
2022-03-23 23:27:29,鬼子：我就随口一说
2022-03-21 22:27:42,还带震动，吓我一跳
2022-03-21 15:53:57,大声密谋
2022-03-21 07:01:07,调子真的很好听啊 歌词也好朴素
2022-03-21 07:00:32,可是真的很好听啊！！
2022-03-20 23:34:54,啊
2022-03-19 23:12:44,棉花
2022-03-19 13:38:45,SNH48
2022-03-19 13:32:57,阿里郎
2022-03-19 10:08:35,太好听了 感动的想哭
2022-03-19 00:46:17,召唤咒
2022-03-18 21:55:42,哈哈
2022-03-18 20:43:30,《你不是看见了吗》
2022-03-18 19:08:04,日本的文科生混成了指挥官就离谱
2022-03-18 18:10:42,网易云：你吗礼貌？
2022-03-18 13:18:29,“你喊我来的啊”
2022-03-18 12:02:08,震动？
2022-03-18 11:53:02,谭冕华
2022-03-18 11:50:03,女巨人
2022-03-18 11:49:59,进击的巨人
2022-03-18 11:49:28,老妖gie
2022-03-18 11:41:00,算不算文化输出
2022-03-18 11:34:33,除客皆刀
2022-03-18 11:32:14,勿忘国耻
2022-03-18 11:30:55,宗师辅助一出手，队友是狗也能揍
2022-03-18 11:29:05,官方整活？
2022-03-18 11:26:30,《TFBOYS》
2022-03-18 11:25:16,还记得小时候看完这个唱了好久的弹棉花，朗朗上口啊。
2022-03-18 11:18:47,高俅老贼
2022-03-18 11:17:21,手机为什么在震动
2022-03-18 11:15:17,绝绝绝！！！
2022-03-18 11:14:34,为什么开始震动了
2022-03-18 11:14:25,小时候就学会唱了
2022-03-18 11:14:11,SSR辅助
2022-03-18 11:10:21,卧槽，手机还会震动
2022-03-18 11:08:44,男姑娘
2022-03-18 11:05:56,老幺哥，，弹吧
2022-03-18 11:05:08,多了三两三空气
2022-03-18 11:04:42,黄宏！
2022-03-18 11:02:18,黄宏好嗲嘛
2022-03-18 11:02:07,哈哈哈哈哈哈
2022-03-18 10:58:39,别说还挺好听
2022-03-18 10:57:21,金牌辅助上线
2022-03-18 10:51:48,这...新华社的账号...我才发现
2022-03-18 10:51:21,毛子
2022-03-18 10:49:19,最强辅助 起飞
2022-03-18 10:46:43,前面谭晶站住，你这个泥石流，哈哈哈
2022-03-18 10:42:26,猎杀时刻
2022-03-18 10:42:08,翻译了个寂寞
2022-03-18 10:38:24,手机咋还震上了
2022-03-18 10:36:13,时代的眼泪，时光一过不再有
2022-03-18 10:35:30,神秘的东方力量
2022-03-18 10:34:12,蚌埠住
2022-03-18 10:33:02,日本音乐牛逼不是没有原因的
2022-03-18 10:31:05,那时候文化程度不高  认识字幕的人不多
2022-03-18 10:26:15,随便一唱都比现在歌好听
2022-03-18 10:24:31,好听啊
2022-03-18 10:18:20,震惊鬼子一百年
2022-03-18 10:17:44,生无可恋的唱法
2022-03-18 10:17:05,三德子
2022-03-18 10:17:03,翻译鬼才
2022-03-18 10:14:36,笑死我了
2022-03-18 10:10:52,阅读理解满分
2022-03-18 10:06:25,三德子
2022-03-18 10:04:50,老弹脑瓜崩儿
2022-03-18 10:04:18,来啦来啦
2022-03-18 10:03:26,音乐的力量
2022-03-18 10:02:53,多好听的名字
2022-03-18 10:01:48,哈哈哈哈哈  
2022-03-18 10:01:04,多兰盾
2022-03-18 09:59:25,牛逼
2022-03-18 09:59:10,中国话翻译中国话
2022-03-18 09:58:56,官方整活可还行 哈哈
2022-03-18 09:58:31,手机还一震一震的
2022-03-18 09:57:46,哈哈哈哈哈
2022-03-18 09:52:44,官方整活？
2022-03-18 09:51:09,战争下百姓是无辜的，一个凶残的士兵可能只是热爱音乐的小学老师，是战争让人变得不再像人
2022-03-18 09:49:30,卧槽哈哈哈哈哈哈
2022-03-18 09:45:53,谁动我震动了
2022-03-18 09:45:28,他为什么要翻译中文啊？
2022-03-18 09:43:22,鬼子问你会不会弹
2022-03-18 09:42:49,震惊大佐一整年
2022-03-18 09:42:20,？？？？？？？？
2022-03-18 09:40:56,高俅退役后弹棉花
2022-03-18 09:40:41,这叫正坐
2022-03-18 09:39:32,好像一群丧尸
2022-03-18 09:38:52,这个是《老少爷们打鬼子》
2022-03-18 09:36:54,有没有一种可能老幺说的是方言，电视剧为了大家都能听懂换成了普通话
2022-03-18 09:36:48,“鬼子”
2022-03-18 09:36:08,细节
2022-03-18 09:35:34,这个也是圆的
2022-03-18 09:34:50,起夜急李姐
2022-03-18 09:34:19,姑娘姓谭，叫谭警官@谭桥！！！！！！
2022-03-18 09:33:40,斯国一！
2022-03-18 09:33:17,这个电影真的很好看
2022-03-18 09:32:40,音乐的力量，哈哈哈
2022-03-18 09:30:49,那是战略进攻图，老弟
2022-03-18 09:30:39,好家伙
2022-03-18 09:30:11,回不去的童年啊
2022-03-18 09:29:41,你不是都看见了嘛
2022-03-18 09:28:41,高俅
2022-03-18 09:28:40,哒哒的花生米！
2022-03-18 09:28:16,真来啦老弟
2022-03-18 09:28:14,名场面
2022-03-18 09:27:13,顶级辅助
2022-03-18 09:27:03,哈哈哈哈
2022-03-18 09:26:22,马上就要用事实说话了
2022-03-18 09:25:43,你不是都看见了嘛！
2022-03-18 09:24:35,小时候看笑翻了
2022-03-18 09:23:15,父亲快看！司马懿！
2022-03-18 09:21:34,战术否定
2022-03-18 09:20:06,呃半斤是八两
2022-03-18 09:19:56,添酒回灯重开宴
2022-03-18 09:19:22,司马懿(空城计)
2022-03-18 09:17:03,手机震动代入感强啊
2022-03-18 09:16:37,哈哈哈哈
2022-03-18 09:12:32,金牌辅助！全场mvp
2022-03-18 09:10:51,《心上人》
2022-03-18 09:08:09,司马懿！
2022-03-18 09:05:40,姑娘要出家
2022-03-18 08:57:04,看多少遍都好好笑哦
2022-03-18 08:48:58,真好听啊
2022-03-18 08:47:36,先锋盾
2022-03-18 08:47:25,弹棉花 弹棉花 
2022-03-18 08:46:23,亚洲最早天团
2022-03-18 08:44:35,司马懿？？？
2022-03-18 08:44:05,木饼不是圆的？
2022-03-18 08:42:22,老幺哥
2022-03-18 08:41:37,哈哈哈
2022-03-18 08:41:08,乡亲们，进村啦！
2022-03-18 08:40:33,乡亲们，进村了！
2022-03-18 08:39:19,三德子来了
2022-03-18 08:38:46,音乐的魅力
2022-03-18 08:31:58,大声密谋
2022-03-18 08:31:38,群体丧失理智
2022-03-18 08:30:24,突然放这个我会唱哦
2022-03-18 08:27:54,ty97
2022-03-18 08:20:36,听得懂音乐家，听不懂鬼子...
2022-03-18 08:15:37,就问半斤棉花怎么弹成八两八?哈哈
2022-03-18 08:13:19,这人怎么一股狐味啊
2022-03-18 08:08:50,说书人真的好厉害
2022-03-18 08:07:18,官方鬼畜
2022-03-18 08:05:41,虎口脱险
2022-03-18 08:04:12,哈哈哈哈
2022-03-18 08:03:05,司马老贼！
2022-03-18 08:00:53,司马懿弹脑瓜
2022-03-18 07:47:18,经典老番
2022-03-18 07:41:31,小时候在村里看的全程爆笑
2022-03-18 07:41:27,二十年了我还记得歌词和曲调
2022-03-18 07:41:13,牛逼吹大了
2022-03-18 07:39:50,谭娩婳
2022-03-18 07:37:20,司马懿+高俅
2022-03-18 07:37:05,来了～
2022-03-18 07:33:24,以点带面了属于是（点:他媳妇   面:满山带锄头的‘花姑娘’）
2022-03-18 07:32:39,磨剪子喽，锵菜刀
2022-03-18 07:18:15,司马懿弹棉花了
2022-03-18 07:03:55,手机开始动了
2022-03-18 06:49:13,山重水复疑无路
2022-03-18 06:36:14,莫不是八尺大人
2022-03-18 06:33:02,纯法强石头人大起了五个
2022-03-18 06:25:59,好有触感的视频
2022-03-18 06:00:11,百万调音师
2022-03-18 04:46:06,咋手机震动也想跟着弹？（doge）
2022-03-18 04:42:22,求生欲极强，七步成曲
2022-03-18 04:41:51,杀！
2022-03-18 03:51:02,想想那时候有字幕吗，文化水平低听不懂，只能说中文，
2022-03-18 03:47:40,我笑死
2022-03-18 03:38:50,佐佐木长的跟李鑫似的
2022-03-18 03:29:47,古老东方的神秘力量
2022-03-18 03:20:17,老幺 弹吧
2022-03-18 02:51:30,潘驼背儿
2022-03-18 02:45:23,三德子
2022-03-18 02:44:29,跟真的一样
2022-03-18 02:36:01,唱来了男妈妈
2022-03-18 02:33:20,快快滴唱
2022-03-18 02:29:43,黄宏在想要是放了这十几个鬼子会造多大的孽
2022-03-18 02:26:18,王者辅助上线
2022-03-18 02:24:54,全体起立！
2022-03-18 02:24:06,你可以永远相信布隆
2022-03-18 02:23:42,哈哈哈，雀氏
2022-03-18 02:21:24,节奏起飞
2022-03-18 02:20:47,哈哈哈哈哈哈哈哈哈，说书人牛逼
2022-03-18 02:20:11,弹棉花主唱
2022-03-18 02:19:56,说书人好歌词啊
2022-03-18 02:19:04,木饼
2022-03-18 02:18:45,哈哈哈，华尔兹
2022-03-18 02:15:28,再看亿遍
2022-03-18 02:13:01,叫谭Sir
2022-03-18 02:06:25,笑容突然凝固
2022-03-18 01:55:48,司马弹绵
2022-03-18 01:39:32,发音好准啊，哈哈哈哈哈
2022-03-18 01:36:38,高俅
2022-03-18 01:35:56,先唱这首歌再动粗是吗
2022-03-18 01:34:56,哈哈提靴子
2022-03-18 01:28:48,高俅老贼
2022-03-18 01:26:08,蔡文姬，杨玉环，
2022-03-18 01:22:26,你是司马懿，还是高俅啊？
2022-03-18 01:21:06,官方整活
2022-03-18 01:17:05,这TMD，中文这么好还需要翻译
2022-03-18 01:16:42,ztmd
2022-03-18 01:13:51,说中翻中的应该都还是小孩吧，00后？没看过这电影所以不明白设定
2022-03-18 00:58:17,国服辅助上线
2022-03-18 00:55:35,手机突然震起来了
2022-03-18 00:51:15,迎来机关枪！
2022-03-18 00:47:58,宰了鬼子
2022-03-18 00:44:19,哈哈
2022-03-18 00:36:57,哈哈哈哈哈
2022-03-18 00:34:41,阅读理解满分
2022-03-18 00:34:28,一斤十六两
2022-03-18 00:33:47,一个敢听，一个敢唱，一个敢编
2022-03-18 00:31:31,老幺哥～～
2022-03-18 00:31:24,感觉手机要坏
2022-03-18 00:28:47,哈哈哈哈哈哈
2022-03-18 00:28:09,哈哈
2022-03-18 00:26:22,唉嘿又来了噢
2022-03-18 00:26:18,手机还震动唉
2022-03-18 00:24:17,歪嘴很魔性
2022-03-18 00:19:48,啊对对对
2022-03-18 00:17:23,官方整活
2022-03-18 00:16:46,神秘的东方力量
2022-03-18 00:13:39,1000多人哈哈
2022-03-18 00:12:09,！！！！！
2022-03-18 00:10:33,这不司马懿吗？
2022-03-18 00:08:07,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
2022-03-18 00:07:33,中译中
2022-03-18 00:06:22,司马懿
2022-03-17 22:41:22,游hua击gu队niang
2022-03-17 22:39:15,阿英来了
2022-03-17 21:01:06,哈哈哈哈哈哈哈哈
2022-03-16 22:58:39,翻译了个寂寞
2022-03-16 14:40:59,人才自古有之
2022-03-16 11:14:06,这还用翻译吗
2022-03-16 08:21:40,司马懿空城计
2022-03-15 22:43:18,一本正经的胡说八道
2022-03-15 20:10:23,一个拼命救，一个拼命送
2022-03-15 19:25:29,通通干掉！！！！
2022-03-13 09:59:15,我的手机怎么会动
2022-03-12 21:14:34,阴 乐 の 力 量
2022-03-12 21:13:27,《音乐世家》
2022-03-12 21:02:14,花伙子
2022-03-12 13:28:05,跪着听
2022-03-11 22:36:46,卡痰了
2022-03-10 22:26:40,阿贵，不是阿Q吗？
2022-03-10 15:10:15,视死如归.jpg
2022-03-10 12:51:59,那时候真是任人鱼肉
2022-03-10 12:51:39,听哭了
2022-03-09 19:13:49,毛骨悚然
2022-03-09 19:11:53,永着浑身解数不过求得一点活命的希望
2022-03-09 19:10:24,你可知这片刻的欢乐是系在日本人的刺刀尖上的
2022-03-07 21:37:22,那个年代懂日语的有几个？
2022-03-06 23:05:48,问题是这个也是圆的。。。
2022-03-06 21:09:21,好听
2022-03-06 16:42:36,谭茗花
2022-03-06 15:35:50,我的朋友们叫我阿贵
2022-03-03 10:37:40,花姑娘滴
2022-03-02 21:32:58,好听诶
2022-03-02 16:37:53,莫名泪目
2022-03-02 16:14:41,两个王者辅助带青铜上分
2022-03-02 16:14:07,神助攻
2022-03-01 22:46:12,这一幕其实隐喻了要把鬼子当韭菜割的冀望
2022-03-01 19:46:34,妙啊
2022-02-28 21:50:06,肃然起敬
2022-02-28 21:43:12,神辅助
2022-02-27 23:25:51,2333
2022-02-27 23:06:04,喀秋莎
2022-02-27 14:14:22,司马懿
2022-02-25 06:19:52,干得漂亮让花姑娘飞一会
2022-02-22 20:53:22,无敌
2022-02-22 09:10:40,晚自习看这个笑的太大声被年纪主任抓了把手机收了
2022-02-21 22:21:01,王者辅助
2022-02-20 17:27:25,七叔
2022-02-20 13:45:57,愣着干嘛，掌声响起来噶
2022-02-20 13:44:24,好听
2022-02-19 23:29:40,硬核翻译
2022-02-18 17:56:36,肃然起敬
2022-02-17 12:21:23,青春
2022-02-15 20:03:17,笑死我了哈哈哈哈哈嗝
2022-02-15 20:00:35,哈哈哈哈哈哈哈哈哈哈
2022-02-15 19:58:47,哈哈哈哈
2022-02-15 19:57:08,哈哈哈哈哈哈哈哈哈
2022-02-15 09:44:08,我想拿那个棒子在日本人头上锤一下
2022-02-14 23:18:21,激动
2022-02-14 23:17:22,激动
2022-02-14 15:34:05,freestyle？？
2022-02-13 17:52:43,谭绵花
2022-02-13 17:22:16,花姑娘没有等到，等到了他们的妈妈
2022-02-12 21:25:12,翻译了个寂寞
2022-02-12 13:35:27,绝了
2022-02-11 21:20:11,为什么我会在社会课上看这个视频……
2022-02-11 19:34:22,妙啊
2022-02-11 19:34:11,哈哈哈哈哈哈哈哈哈哈哈
2022-02-11 16:50:27,企业级翻译
2022-02-11 13:21:00,金牌辅助
2022-02-11 12:51:44,还挺好听
2022-02-10 20:10:20,woc，他们动粗是要干嘛啊
2022-02-09 18:17:01,哈哈哈哈哈哈哈哈哈哈哈
2022-02-09 18:16:01,聪明
2022-02-09 18:15:01,网易云被打开了哈哈哈哈哈笑死了
2022-02-09 17:44:42,传染性太强了
2022-02-09 17:42:31,《中文十级小鬼子》
2022-02-09 13:40:30,刚发现居然是新华社
2022-02-09 08:16:56,最强辅助
2022-02-08 19:45:00,“歌词大意”
2022-02-08 11:55:51,这段是川音的作品！牛批！
2022-02-07 14:32:33,前方高能：国服辅助上线
2022-02-07 12:37:21,500万播放量贺电！
2022-02-06 23:05:25,花木兰多多的来了(bushi
